# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 21 09:12:17 2020
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_rade:        Planet Radius [Earth radii]
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_eqt,pl_rade
Kepler-25,b,Kepler-25 b,Transit,,2.748
Kepler-25,c,Kepler-25 c,Transit,,5.217
Kepler-25,d,Kepler-25 d,Radial Velocity,,
Kepler-250,b,Kepler-250 b,Transit,,1.130
Kepler-250,c,Kepler-250 c,Transit,,2.280
Kepler-250,d,Kepler-250 d,Transit,,2.180
Kepler-251,b,Kepler-251 b,Transit,,1.330
Kepler-251,c,Kepler-251 c,Transit,,2.770
Kepler-251,d,Kepler-251 d,Transit,,2.770
Kepler-251,e,Kepler-251 e,Transit,,2.770
Kepler-252,b,Kepler-252 b,Transit,,1.230
Kepler-252,c,Kepler-252 c,Transit,,2.150
Kepler-253,b,Kepler-253 b,Transit,,1.630
Kepler-253,c,Kepler-253 c,Transit,,2.650
Kepler-253,d,Kepler-253 d,Transit,,3.170
Kepler-254,b,Kepler-254 b,Transit,,3.870
Kepler-254,c,Kepler-254 c,Transit,,2.150
Kepler-254,d,Kepler-254 d,Transit,,2.500
Kepler-255,b,Kepler-255 b,Transit,,1.550
Kepler-255,c,Kepler-255 c,Transit,,2.990
Kepler-255,d,Kepler-255 d,Transit,,1.320
Kepler-256,b,Kepler-256 b,Transit,,1.590
Kepler-256,c,Kepler-256 c,Transit,,2.150
Kepler-256,d,Kepler-256 d,Transit,,2.480
Kepler-256,e,Kepler-256 e,Transit,,2.350
Kepler-257,b,Kepler-257 b,Transit,,2.610
Kepler-257,c,Kepler-257 c,Transit,,5.410
Kepler-257,d,Kepler-257 d,Transit,,4.950
Kepler-258,b,Kepler-258 b,Transit,,4.060
Kepler-258,c,Kepler-258 c,Transit,,3.610
Kepler-259,b,Kepler-259 b,Transit,,2.800
Kepler-259,c,Kepler-259 c,Transit,,2.700
Kepler-26,b,Kepler-26 b,Transit,,2.780
Kepler-26,c,Kepler-26 c,Transit,,2.720
Kepler-26,d,Kepler-26 d,Transit,,1.070
Kepler-26,e,Kepler-26 e,Transit,,2.410
Kepler-260,b,Kepler-260 b,Transit,,2.010
Kepler-260,c,Kepler-260 c,Transit,,1.740
Kepler-261,b,Kepler-261 b,Transit,,2.180
Kepler-261,c,Kepler-261 c,Transit,,2.000
Kepler-262,b,Kepler-262 b,Transit,,1.360
Kepler-262,c,Kepler-262 c,Transit,,1.640
Kepler-263,b,Kepler-263 b,Transit,,2.670
Kepler-263,c,Kepler-263 c,Transit,,2.470
Kepler-264,b,Kepler-264 b,Transit,,3.330
Kepler-264,c,Kepler-264 c,Transit,,2.830
Kepler-265,b,Kepler-265 b,Transit,,1.860
Kepler-265,c,Kepler-265 c,Transit,,2.630
Kepler-265,d,Kepler-265 d,Transit,,2.490
Kepler-265,e,Kepler-265 e,Transit,,2.590
Kepler-266,b,Kepler-266 b,Transit,,2.480
Kepler-266,c,Kepler-266 c,Transit,,3.890
Kepler-267,b,Kepler-267 b,Transit,,1.980
Kepler-267,c,Kepler-267 c,Transit,,2.130
Kepler-267,d,Kepler-267 d,Transit,,2.270
Kepler-268,b,Kepler-268 b,Transit,,2.550
Kepler-268,c,Kepler-268 c,Transit,,3.380
Kepler-269,b,Kepler-269 b,Transit,,2.470
Kepler-269,c,Kepler-269 c,Transit,,1.690
Kepler-27,b,Kepler-27 b,Transit,,4.000
Kepler-27,c,Kepler-27 c,Transit,,4.900
Kepler-270,b,Kepler-270 b,Transit,,2.010
Kepler-270,c,Kepler-270 c,Transit,,1.770
Kepler-271,b,Kepler-271 b,Transit,,1.230
Kepler-271,c,Kepler-271 c,Transit,,0.950
Kepler-271,d,Kepler-271 d,Transit,,0.660
Kepler-272,b,Kepler-272 b,Transit,,1.430
Kepler-272,c,Kepler-272 c,Transit,,1.790
Kepler-272,d,Kepler-272 d,Transit,,2.250
Kepler-273,b,Kepler-273 b,Transit,,1.500
Kepler-273,c,Kepler-273 c,Transit,,1.980
Kepler-274,b,Kepler-274 b,Transit,,1.540
Kepler-274,c,Kepler-274 c,Transit,,1.840
Kepler-275,b,Kepler-275 b,Transit,,2.340
Kepler-275,c,Kepler-275 c,Transit,,3.380
Kepler-275,d,Kepler-275 d,Transit,,3.330
Kepler-276,b,Kepler-276 b,Transit,,2.870
Kepler-276,c,Kepler-276 c,Transit,,2.900
Kepler-276,d,Kepler-276 d,Transit,,2.800
Kepler-277,b,Kepler-277 b,Transit,,2.920
Kepler-277,c,Kepler-277 c,Transit,,3.360
Kepler-278,b,Kepler-278 b,Transit,,4.070
Kepler-278,c,Kepler-278 c,Transit,,3.590
Kepler-279,b,Kepler-279 b,Transit,,3.620
Kepler-279,c,Kepler-279 c,Transit,,4.300
Kepler-279,d,Kepler-279 d,Transit,,3.100
Kepler-28,b,Kepler-28 b,Transit,,3.600
Kepler-28,c,Kepler-28 c,Transit,,3.400
Kepler-280,b,Kepler-280 b,Transit,,1.450
Kepler-280,c,Kepler-280 c,Transit,,2.010
Kepler-281,b,Kepler-281 b,Transit,,2.820
Kepler-281,c,Kepler-281 c,Transit,,5.310
Kepler-282,b,Kepler-282 b,Transit,,1.010
Kepler-282,c,Kepler-282 c,Transit,,1.200
Kepler-282,d,Kepler-282 d,Transit,,2.460
Kepler-282,e,Kepler-282 e,Transit,,3.100
Kepler-283,b,Kepler-283 b,Transit,,2.130
Kepler-283,c,Kepler-283 c,Transit,,1.820
Kepler-284,b,Kepler-284 b,Transit,,2.240
Kepler-284,c,Kepler-284 c,Transit,,2.610
Kepler-285,b,Kepler-285 b,Transit,,1.340
Kepler-285,c,Kepler-285 c,Transit,,1.120
Kepler-286,b,Kepler-286 b,Transit,,1.240
Kepler-286,c,Kepler-286 c,Transit,,1.370
Kepler-286,d,Kepler-286 d,Transit,,1.330
Kepler-286,e,Kepler-286 e,Transit,,1.770
Kepler-287,b,Kepler-287 b,Transit,,2.330
Kepler-287,c,Kepler-287 c,Transit,,3.260
Kepler-288,b,Kepler-288 b,Transit,,1.670
Kepler-288,c,Kepler-288 c,Transit,,2.850
Kepler-288,d,Kepler-288 d,Transit,,2.670
Kepler-289,b,Kepler-289 b,Transit,,2.150
Kepler-289,c,Kepler-289 c,Transit,,11.590
Kepler-289,d,Kepler-289 d,Transit,,2.680
Kepler-29,b,Kepler-29 b,Transit,,2.550
Kepler-29,c,Kepler-29 c,Transit,,2.340
Kepler-290,b,Kepler-290 b,Transit,,2.250
Kepler-290,c,Kepler-290 c,Transit,,2.700
Kepler-291,b,Kepler-291 b,Transit,,2.160
Kepler-291,c,Kepler-291 c,Transit,,1.880
Kepler-292,b,Kepler-292 b,Transit,,1.320
Kepler-292,c,Kepler-292 c,Transit,,1.470
Kepler-292,d,Kepler-292 d,Transit,,2.230
Kepler-292,e,Kepler-292 e,Transit,,2.670
Kepler-292,f,Kepler-292 f,Transit,,2.350
Kepler-293,b,Kepler-293 b,Transit,,3.070
Kepler-293,c,Kepler-293 c,Transit,,3.830
Kepler-294,b,Kepler-294 b,Transit,,1.770
Kepler-294,c,Kepler-294 c,Transit,,2.710
Kepler-295,b,Kepler-295 b,Transit,,1.220
Kepler-295,c,Kepler-295 c,Transit,,1.170
Kepler-295,d,Kepler-295 d,Transit,,1.360
Kepler-296,b,Kepler-296 b,Transit,,1.610
Kepler-296,c,Kepler-296 c,Transit,,2.000
Kepler-296,d,Kepler-296 d,Transit,,2.090
Kepler-296,e,Kepler-296 e,Transit,,1.530
Kepler-296,f,Kepler-296 f,Transit,,1.800
Kepler-297,b,Kepler-297 b,Transit,,2.870
Kepler-297,c,Kepler-297 c,Transit,,6.540
Kepler-298,b,Kepler-298 b,Transit,,1.960
Kepler-298,c,Kepler-298 c,Transit,,1.930
Kepler-298,d,Kepler-298 d,Transit,,2.500
Kepler-299,b,Kepler-299 b,Transit,,1.320
Kepler-299,c,Kepler-299 c,Transit,,2.650
Kepler-299,d,Kepler-299 d,Transit,,1.860
Kepler-299,e,Kepler-299 e,Transit,,1.870
Kepler-30,b,Kepler-30 b,Transit,,3.900
Kepler-30,c,Kepler-30 c,Transit,,12.300
Kepler-30,d,Kepler-30 d,Transit,,8.800
Kepler-300,b,Kepler-300 b,Transit,,1.670
Kepler-300,c,Kepler-300 c,Transit,,2.250
Kepler-301,b,Kepler-301 b,Transit,,1.350
Kepler-301,c,Kepler-301 c,Transit,,1.350
Kepler-301,d,Kepler-301 d,Transit,,1.750
Kepler-302,b,Kepler-302 b,Transit,,4.060
Kepler-302,c,Kepler-302 c,Transit,,12.450
Kepler-303,b,Kepler-303 b,Transit,,0.890
Kepler-303,c,Kepler-303 c,Transit,,1.140
Kepler-304,b,Kepler-304 b,Transit,,2.860
Kepler-304,c,Kepler-304 c,Transit,,2.170
Kepler-304,d,Kepler-304 d,Transit,,2.750
Kepler-304,e,Kepler-304 e,Transit,,1.200
Kepler-305,b,Kepler-305 b,Transit,,3.600
Kepler-305,c,Kepler-305 c,Transit,,3.300
Kepler-305,d,Kepler-305 d,Transit,,2.710
Kepler-306,b,Kepler-306 b,Transit,,1.520
Kepler-306,c,Kepler-306 c,Transit,,2.350
Kepler-306,d,Kepler-306 d,Transit,,2.470
Kepler-306,e,Kepler-306 e,Transit,,2.270
Kepler-307,b,Kepler-307 b,Transit,,2.430
Kepler-307,c,Kepler-307 c,Transit,,2.200
Kepler-308,b,Kepler-308 b,Transit,,2.120
Kepler-308,c,Kepler-308 c,Transit,,2.160
Kepler-309,b,Kepler-309 b,Transit,,1.560
Kepler-309,c,Kepler-309 c,Transit,,2.510
Kepler-31,b,Kepler-31 b,Transit,,5.500
Kepler-31,c,Kepler-31 c,Transit,,5.300
Kepler-31,d,Kepler-31 d,Transit,,3.900
Kepler-310,b,Kepler-310 b,Transit,,1.190
Kepler-310,c,Kepler-310 c,Transit,,3.380
Kepler-310,d,Kepler-310 d,Transit,,2.470
Kepler-311,b,Kepler-311 b,Transit,,1.700
Kepler-311,c,Kepler-311 c,Transit,,1.430
Kepler-312,b,Kepler-312 b,Transit,,1.290
Kepler-312,c,Kepler-312 c,Transit,,3.150
Kepler-313,b,Kepler-313 b,Transit,,2.530
Kepler-313,c,Kepler-313 c,Transit,,2.570
Kepler-314,b,Kepler-314 b,Transit,,0.830
Kepler-314,c,Kepler-314 c,Transit,,2.900
Kepler-315,b,Kepler-315 b,Transit,,3.770
Kepler-315,c,Kepler-315 c,Transit,,4.150
Kepler-316,b,Kepler-316 b,Transit,,1.060
Kepler-316,c,Kepler-316 c,Transit,,1.160
Kepler-317,b,Kepler-317 b,Transit,,2.090
Kepler-317,c,Kepler-317 c,Transit,,1.720
Kepler-318,b,Kepler-318 b,Transit,,4.710
Kepler-318,c,Kepler-318 c,Transit,,3.680
Kepler-319,b,Kepler-319 b,Transit,,1.630
Kepler-319,c,Kepler-319 c,Transit,,2.630
Kepler-319,d,Kepler-319 d,Transit,,2.290
Kepler-32,b,Kepler-32 b,Transit,,2.200
Kepler-32,c,Kepler-32 c,Transit,,2.000
Kepler-32,d,Kepler-32 d,Transit,,2.700
Kepler-32,e,Kepler-32 e,Transit,,1.500
Kepler-32,f,Kepler-32 f,Transit,,0.820
Kepler-320,b,Kepler-320 b,Transit,,1.140
Kepler-320,c,Kepler-320 c,Transit,,1.370
Kepler-321,b,Kepler-321 b,Transit,,1.770
Kepler-321,c,Kepler-321 c,Transit,,2.320
Kepler-322,b,Kepler-322 b,Transit,,1.010
Kepler-322,c,Kepler-322 c,Transit,,1.670
Kepler-323,b,Kepler-323 b,Transit,,1.430
Kepler-323,c,Kepler-323 c,Transit,,1.630
Kepler-324,b,Kepler-324 b,Transit,,1.140
Kepler-324,c,Kepler-324 c,Transit,,3.150
Kepler-325,b,Kepler-325 b,Transit,,2.910
Kepler-325,c,Kepler-325 c,Transit,,2.540
Kepler-325,d,Kepler-325 d,Transit,,2.790
Kepler-326,b,Kepler-326 b,Transit,,1.520
Kepler-326,c,Kepler-326 c,Transit,,1.400
Kepler-326,d,Kepler-326 d,Transit,,1.210
Kepler-327,b,Kepler-327 b,Transit,,1.110
Kepler-327,c,Kepler-327 c,Transit,,1.030
Kepler-327,d,Kepler-327 d,Transit,,1.730
Kepler-328,b,Kepler-328 b,Transit,,2.300
Kepler-328,c,Kepler-328 c,Transit,,5.400
Kepler-329,b,Kepler-329 b,Transit,,1.400
Kepler-329,c,Kepler-329 c,Transit,,1.930
Kepler-33,b,Kepler-33 b,Transit,,1.740
Kepler-33,c,Kepler-33 c,Transit,,3.200
Kepler-33,d,Kepler-33 d,Transit,,5.350
Kepler-33,e,Kepler-33 e,Transit,,4.020
Kepler-33,f,Kepler-33 f,Transit,,4.460
Kepler-330,b,Kepler-330 b,Transit,,1.350
Kepler-330,c,Kepler-330 c,Transit,,1.950
Kepler-331,b,Kepler-331 b,Transit,,1.820
Kepler-331,c,Kepler-331 c,Transit,,1.840
Kepler-331,d,Kepler-331 d,Transit,,1.640
Kepler-332,b,Kepler-332 b,Transit,,1.170
Kepler-332,c,Kepler-332 c,Transit,,1.090
Kepler-332,d,Kepler-332 d,Transit,,1.180
Kepler-333,b,Kepler-333 b,Transit,,1.320
Kepler-333,c,Kepler-333 c,Transit,,1.110
Kepler-334,b,Kepler-334 b,Transit,,1.120
Kepler-334,c,Kepler-334 c,Transit,,1.430
Kepler-334,d,Kepler-334 d,Transit,,1.410
Kepler-335,b,Kepler-335 b,Transit,,3.390
Kepler-335,c,Kepler-335 c,Transit,,3.070
Kepler-336,b,Kepler-336 b,Transit,,1.020
Kepler-336,c,Kepler-336 c,Transit,,2.100
Kepler-336,d,Kepler-336 d,Transit,,2.370
Kepler-337,b,Kepler-337 b,Transit,,1.540
Kepler-337,c,Kepler-337 c,Transit,,2.050
Kepler-338,b,Kepler-338 b,Transit,,2.440
Kepler-338,c,Kepler-338 c,Transit,,2.340
Kepler-338,d,Kepler-338 d,Transit,,3.000
Kepler-338,e,Kepler-338 e,Transit Timing Variations,,1.560
Kepler-339,b,Kepler-339 b,Transit,,1.420
Kepler-339,c,Kepler-339 c,Transit,,1.150
Kepler-339,d,Kepler-339 d,Transit,,1.170
Kepler-34,b,Kepler-34 b,Transit,,8.564
Kepler-340,b,Kepler-340 b,Transit,,2.530
Kepler-340,c,Kepler-340 c,Transit,,3.370
Kepler-341,b,Kepler-341 b,Transit,,1.180
Kepler-341,c,Kepler-341 c,Transit,,1.700
Kepler-341,d,Kepler-341 d,Transit,,1.850
Kepler-341,e,Kepler-341 e,Transit,,1.990
Kepler-342,b,Kepler-342 b,Transit,,2.250
Kepler-342,c,Kepler-342 c,Transit,,1.960
Kepler-342,d,Kepler-342 d,Transit,,2.490
Kepler-342,e,Kepler-342 e,Transit,,0.880
Kepler-343,b,Kepler-343 b,Transit,,2.410
Kepler-343,c,Kepler-343 c,Transit,,2.020
Kepler-344,b,Kepler-344 b,Transit,,2.610
Kepler-344,c,Kepler-344 c,Transit,,2.950
Kepler-345,b,Kepler-345 b,Transit,,0.740
Kepler-345,c,Kepler-345 c,Transit,,1.200
Kepler-346,b,Kepler-346 b,Transit,,2.660
Kepler-346,c,Kepler-346 c,Transit,,3.070
Kepler-347,b,Kepler-347 b,Transit,,1.970
Kepler-347,c,Kepler-347 c,Transit,,1.750
Kepler-348,b,Kepler-348 b,Transit,,1.520
Kepler-348,c,Kepler-348 c,Transit,,1.330
Kepler-349,b,Kepler-349 b,Transit,,1.900
Kepler-349,c,Kepler-349 c,Transit,,1.960
Kepler-35,b,Kepler-35 b,Transit,,8.160
Kepler-350,b,Kepler-350 b,Transit,,1.850
Kepler-350,c,Kepler-350 c,Transit,,3.100
Kepler-350,d,Kepler-350 d,Transit,,2.800
Kepler-351,b,Kepler-351 b,Transit,,3.060
Kepler-351,c,Kepler-351 c,Transit,,3.190
Kepler-351,d,Kepler-351 d,Transit,,2.720
Kepler-352,b,Kepler-352 b,Transit,,0.860
Kepler-352,c,Kepler-352 c,Transit,,1.240
Kepler-353,b,Kepler-353 b,Transit,,0.890
Kepler-353,c,Kepler-353 c,Transit,,1.380
Kepler-354,b,Kepler-354 b,Transit,,1.840
Kepler-354,c,Kepler-354 c,Transit,,1.310
Kepler-354,d,Kepler-354 d,Transit,,1.240
Kepler-355,b,Kepler-355 b,Transit,,1.460
Kepler-355,c,Kepler-355 c,Transit,,2.710
Kepler-356,b,Kepler-356 b,Transit,,1.570
Kepler-356,c,Kepler-356 c,Transit,,1.810
Kepler-357,b,Kepler-357 b,Transit,,1.840
Kepler-357,c,Kepler-357 c,Transit,,2.670
Kepler-357,d,Kepler-357 d,Transit,,3.430
Kepler-358,b,Kepler-358 b,Transit,,2.720
Kepler-358,c,Kepler-358 c,Transit,,2.850
Kepler-359,b,Kepler-359 b,Transit,,3.530
Kepler-359,c,Kepler-359 c,Transit,,4.300
Kepler-359,d,Kepler-359 d,Transit,,4.010
Kepler-36,b,Kepler-36 b,Transit,,1.498
Kepler-36,c,Kepler-36 c,Transit,,3.679
Kepler-360,b,Kepler-360 b,Transit,,1.650
Kepler-360,c,Kepler-360 c,Transit,,2.100
Kepler-361,b,Kepler-361 b,Transit,,1.450
Kepler-361,c,Kepler-361 c,Transit,,2.520
Kepler-362,b,Kepler-362 b,Transit,,0.880
Kepler-362,c,Kepler-362 c,Transit,,1.450
Kepler-363,b,Kepler-363 b,Transit,,1.160
Kepler-363,c,Kepler-363 c,Transit,,1.690
Kepler-363,d,Kepler-363 d,Transit,,2.050
Kepler-364,b,Kepler-364 b,Transit,,1.550
Kepler-364,c,Kepler-364 c,Transit,,2.150
Kepler-365,b,Kepler-365 b,Transit,,2.040
Kepler-365,c,Kepler-365 c,Transit,,1.640
Kepler-366,b,Kepler-366 b,Transit,,1.460
Kepler-366,c,Kepler-366 c,Transit,,1.790
Kepler-367,b,Kepler-367 b,Transit,,1.300
Kepler-367,c,Kepler-367 c,Transit,,1.200
Kepler-368,b,Kepler-368 b,Transit,,3.260
Kepler-368,c,Kepler-368 c,Transit,,3.880
Kepler-369,b,Kepler-369 b,Transit,,1.130
Kepler-369,c,Kepler-369 c,Transit,,1.410
Kepler-37,b,Kepler-37 b,Transit,,0.336
Kepler-37,c,Kepler-37 c,Transit,,0.750
Kepler-37,d,Kepler-37 d,Transit,,1.940
Kepler-37,e,Kepler-37 e,Transit Timing Variations,,
Kepler-370,b,Kepler-370 b,Transit,,1.590
Kepler-370,c,Kepler-370 c,Transit,,1.910
Kepler-371,b,Kepler-371 b,Transit,,1.890
Kepler-371,c,Kepler-371 c,Transit,,1.780
Kepler-372,b,Kepler-372 b,Transit,,1.360
Kepler-372,c,Kepler-372 c,Transit,,2.090
Kepler-372,d,Kepler-372 d,Transit,,1.690
Kepler-373,b,Kepler-373 b,Transit,,1.360
Kepler-373,c,Kepler-373 c,Transit,,1.240
Kepler-374,b,Kepler-374 b,Transit,,1.030
Kepler-374,c,Kepler-374 c,Transit,,1.100
Kepler-374,d,Kepler-374 d,Transit,,1.310
Kepler-375,b,Kepler-375 b,Transit,,1.450
Kepler-375,c,Kepler-375 c,Transit,,2.650
Kepler-376,b,Kepler-376 b,Transit,,1.070
Kepler-376,c,Kepler-376 c,Transit,,1.790
Kepler-377,b,Kepler-377 b,Transit,,1.390
Kepler-377,c,Kepler-377 c,Transit,,2.060
Kepler-378,b,Kepler-378 b,Transit,,0.750
Kepler-378,c,Kepler-378 c,Transit,,0.700
Kepler-379,b,Kepler-379 b,Transit,,1.660
Kepler-379,c,Kepler-379 c,Transit,,2.290
Kepler-38,b,Kepler-38 b,Transit,475,4.300
Kepler-380,b,Kepler-380 b,Transit,,1.190
Kepler-380,c,Kepler-380 c,Transit,,1.270
Kepler-381,b,Kepler-381 b,Transit,,0.990
Kepler-381,c,Kepler-381 c,Transit,,1.120
Kepler-382,b,Kepler-382 b,Transit,,1.320
Kepler-382,c,Kepler-382 c,Transit,,1.590
Kepler-383,b,Kepler-383 b,Transit,,1.320
Kepler-383,c,Kepler-383 c,Transit,,1.240
Kepler-384,b,Kepler-384 b,Transit,,1.120
Kepler-384,c,Kepler-384 c,Transit,,1.130
Kepler-385,b,Kepler-385 b,Transit,,2.730
Kepler-385,c,Kepler-385 c,Transit,,3.040
Kepler-386,b,Kepler-386 b,Transit,,1.390
Kepler-386,c,Kepler-386 c,Transit,,1.580
Kepler-387,b,Kepler-387 b,Transit,,1.030
Kepler-387,c,Kepler-387 c,Transit,,0.890
Kepler-388,b,Kepler-388 b,Transit,,0.810
Kepler-388,c,Kepler-388 c,Transit,,0.860
Kepler-389,b,Kepler-389 b,Transit,,1.510
Kepler-389,c,Kepler-389 c,Transit,,1.460
Kepler-39,b,Kepler-39 b,Transit,897,13.900
Kepler-390,b,Kepler-390 b,Transit,,0.820
Kepler-390,c,Kepler-390 c,Transit,,0.790
Kepler-391,b,Kepler-391 b,Transit,,3.200
Kepler-391,c,Kepler-391 c,Transit,,3.540
Kepler-392,b,Kepler-392 b,Transit,,1.000
Kepler-392,c,Kepler-392 c,Transit,,1.100
Kepler-393,b,Kepler-393 b,Transit,,1.290
Kepler-393,c,Kepler-393 c,Transit,,1.330
Kepler-394,b,Kepler-394 b,Transit,,1.600
Kepler-394,c,Kepler-394 c,Transit,,1.660
Kepler-395,b,Kepler-395 b,Transit,,1.030
Kepler-395,c,Kepler-395 c,Transit,,1.320
Kepler-396,b,Kepler-396 b,Transit,,3.500
Kepler-396,c,Kepler-396 c,Transit,,5.300
Kepler-397,b,Kepler-397 b,Transit,,2.460
Kepler-397,c,Kepler-397 c,Transit,,6.180
Kepler-398,b,Kepler-398 b,Transit,,0.930
Kepler-398,c,Kepler-398 c,Transit,,1.010
Kepler-398,d,Kepler-398 d,Transit,,0.880
Kepler-399,b,Kepler-399 b,Transit,,0.960
Kepler-399,c,Kepler-399 c,Transit,,1.430
Kepler-399,d,Kepler-399 d,Transit,,1.890
Kepler-4,b,Kepler-4 b,Transit,1650,4.002
Kepler-40,b,Kepler-40 b,Transit,1620,13.110
Kepler-400,b,Kepler-400 b,Transit,,1.650
Kepler-400,c,Kepler-400 c,Transit,,1.490
Kepler-401,b,Kepler-401 b,Transit,,1.710
Kepler-401,c,Kepler-401 c,Transit,,2.150
Kepler-401,d,Kepler-401 d,Transit,,2.270
Kepler-402,b,Kepler-402 b,Transit,,1.220
Kepler-402,c,Kepler-402 c,Transit,,1.560
Kepler-402,d,Kepler-402 d,Transit,,1.380
Kepler-402,e,Kepler-402 e,Transit,,1.460
Kepler-403,b,Kepler-403 b,Transit,,1.250
Kepler-403,c,Kepler-403 c,Transit,,1.750
Kepler-403,d,Kepler-403 d,Transit,,1.420
Kepler-404,b,Kepler-404 b,Transit,,1.270
Kepler-404,c,Kepler-404 c,Transit,,1.720
Kepler-405,b,Kepler-405 b,Transit,,2.080
Kepler-405,c,Kepler-405 c,Transit,,4.660
Kepler-406,b,Kepler-406 b,Transit,,1.430
Kepler-406,c,Kepler-406 c,Transit,,0.850
Kepler-407,b,Kepler-407 b,Transit,,1.070
Kepler-407,c,Kepler-407 c,Radial Velocity,,
Kepler-408,b,Kepler-408 b,Transit,,0.820
Kepler-409,b,Kepler-409 b,Transit,,1.190
Kepler-41,b,Kepler-41 b,Transit,1790,14.460
Kepler-410 A,b,Kepler-410 A b,Transit,,2.838
Kepler-411,b,Kepler-411 b,Transit,1138,2.401
Kepler-411,c,Kepler-411 c,Transit,838,4.421
Kepler-411,d,Kepler-411 d,Transit,410,3.319
Kepler-411,e,Kepler-411 e,Transit Timing Variations,503,
Kepler-412,b,Kepler-412 b,Transit,1850,15.031
Kepler-413,b,Kepler-413 b,Transit,,4.347
Kepler-414,b,Kepler-414 b,Transit Timing Variations,,1.710
Kepler-414,c,Kepler-414 c,Transit Timing Variations,,3.010
Kepler-415,b,Kepler-415 b,Transit Timing Variations,,1.210
Kepler-415,c,Kepler-415 c,Transit Timing Variations,,
Kepler-416,b,Kepler-416 b,Transit Timing Variations,,2.480
Kepler-416,c,Kepler-416 c,Transit Timing Variations,,
Kepler-417,b,Kepler-417 b,Transit Timing Variations,,2.310
Kepler-417,c,Kepler-417 c,Transit Timing Variations,,
Kepler-418,b,Kepler-418 b,Transit,,13.450
Kepler-419,b,Kepler-419 b,Transit,,10.800
Kepler-419,c,Kepler-419 c,Transit Timing Variations,,
Kepler-42,b,Kepler-42 b,Transit,519,0.780
Kepler-42,c,Kepler-42 c,Transit,720,0.730
Kepler-42,d,Kepler-42 d,Transit,450,0.570
Kepler-421,b,Kepler-421 b,Transit,185,4.160
Kepler-422,b,Kepler-422 b,Transit,,12.890
Kepler-423,b,Kepler-423 b,Transit,1605,13.361
Kepler-424,b,Kepler-424 b,Transit,,9.980
Kepler-424,c,Kepler-424 c,Radial Velocity,,
Kepler-425,b,Kepler-425 b,Transit,1070,10.962
Kepler-426,b,Kepler-426 b,Transit,1300,12.220
Kepler-427,b,Kepler-427 b,Transit,1100,13.790
Kepler-428,b,Kepler-428 b,Transit,1070,12.110
Kepler-43,b,Kepler-43 b,Transit,1620,13.664
Kepler-430,b,Kepler-430 b,Transit,667,3.250
Kepler-430,c,Kepler-430 c,Transit,458,1.750
Kepler-431,b,Kepler-431 b,Transit,1032,0.764
Kepler-431,c,Kepler-431 c,Transit,951,0.668
Kepler-431,d,Kepler-431 d,Transit,856,1.110
Kepler-432,b,Kepler-432 b,Transit,,12.834
Kepler-432,c,Kepler-432 c,Radial Velocity,,
Kepler-433,b,Kepler-433 b,Transit,1776,16.250
Kepler-434,b,Kepler-434 b,Transit,1000,12.670
Kepler-435,b,Kepler-435 b,Transit,1729,22.310
Kepler-436,b,Kepler-436 b,Transit,,2.730
Kepler-436,c,Kepler-436 c,Transit,,2.330
Kepler-437,b,Kepler-437 b,Transit,,2.140
Kepler-438,b,Kepler-438 b,Transit,,1.120
Kepler-439,b,Kepler-439 b,Transit,,2.240
Kepler-44,b,Kepler-44 b,Transit,1544,12.220
Kepler-440,b,Kepler-440 b,Transit,,1.860
Kepler-441,b,Kepler-441 b,Transit,,1.640
Kepler-442,b,Kepler-442 b,Transit,,1.340
Kepler-443,b,Kepler-443 b,Transit,,2.330
Kepler-444,b,Kepler-444 b,Transit,,0.403
Kepler-444,c,Kepler-444 c,Transit,,0.497
Kepler-444,d,Kepler-444 d,Transit,,0.530
Kepler-444,e,Kepler-444 e,Transit,,0.546
Kepler-444,f,Kepler-444 f,Transit,,0.741
Kepler-445,b,Kepler-445 b,Transit,,1.580
Kepler-445,c,Kepler-445 c,Transit,,2.510
Kepler-445,d,Kepler-445 d,Transit,,1.250
Kepler-446,b,Kepler-446 b,Transit,,1.500
Kepler-446,c,Kepler-446 c,Transit,,1.110
Kepler-446,d,Kepler-446 d,Transit,,1.350
Kepler-447,b,Kepler-447 b,Transit,,18.490
KOI-12,c,Kepler-448 c,Transit Timing Variations,,
Kepler-449,b,Kepler-449 b,Transit,,2.056
Kepler-449,c,Kepler-449 c,Transit,,2.764
Kepler-45,b,Kepler-45 b,Transit,1000,10.760
Kepler-450,b,Kepler-450 b,Transit,,6.140
Kepler-450,c,Kepler-450 c,Transit,,2.620
Kepler-450,d,Kepler-450 d,Transit,,0.837
Kepler-452,b,Kepler-452 b,Transit,265,1.630
Kepler-453,b,Kepler-453 b,Transit,,6.204
Kepler-454,b,Kepler-454 b,Transit,,2.354
Kepler-454,c,Kepler-454 c,Radial Velocity,,
KIC 9663113,c,Kepler-458 c,Transit,,4.200
Kepler-46,b,Kepler-46 b,Transit,543,9.057
